iteration,operator_0,operator_1,operator_2,operator_3,operator_4
52,0.2,0.2,0.2,0.2,0.2
53,0.2,0.2,0.2,0.2,0.2
54,0.2,0.2,0.2,0.2,0.2
55,0.2,0.2,0.2,0.2,0.2
56,0.2,0.2,0.2,0.2,0.2
57,0.2,0.2,0.2,0.2,0.2
58,0.2,0.2,0.2,0.2,0.2
59,0.2,0.2,0.2,0.2,0.2
60,0.2,0.2,0.2,0.2,0.2
61,0.2,0.2,0.2,0.2,0.2
62,0.2,0.2,0.2,0.2,0.2
63,0.2,0.2,0.2,0.2,0.2
64,0.2,0.2,0.2,0.2,0.2
65,0.2,0.2,0.2,0.2,0.2
66,0.2,0.2,0.2,0.2,0.2
67,0.2,0.2,0.2,0.2,0.2
68,0.2,0.2,0.2,0.2,0.2
69,0.2,0.2,0.2,0.2,0.2
70,0.2,0.2,0.2,0.2,0.2
71,0.2,0.2,0.2,0.2,0.2
72,0.2,0.2,0.2,0.2,0.2
73,0.2,0.2,0.2,0.2,0.2
74,0.2,0.2,0.2,0.2,0.2
75,0.2,0.2,0.2,0.2,0.2
76,0.2,0.2,0.2,0.2,0.2
77,0.2,0.2,0.2,0.2,0.2
78,0.2,0.2,0.2,0.2,0.2
79,0.2,0.2,0.2,0.2,0.2
80,0.2,0.2,0.2,0.2,0.2
81,0.2,0.2,0.2,0.2,0.2
82,0.2,0.2,0.2,0.2,0.2
83,0.2,0.2,0.2,0.2,0.2
84,0.2,0.2,0.2,0.2,0.2
85,0.2,0.2,0.2,0.2,0.2
86,0.2,0.2,0.2,0.2,0.2
87,0.2,0.2,0.2,0.2,0.2
88,0.2,0.2,0.2,0.2,0.2
89,0.2,0.2,0.2,0.2,0.2
90,0.2,0.2,0.2,0.2,0.2
91,0.2,0.2,0.2,0.2,0.2
92,0.2,0.2,0.2,0.2,0.2
93,0.2,0.2,0.2,0.2,0.2
94,0.2,0.2,0.2,0.2,0.2
95,0.2,0.2,0.2,0.2,0.2
96,0.2,0.2,0.2,0.2,0.2
97,0.2,0.2,0.2,0.2,0.2
98,0.2,0.2,0.2,0.2,0.2
99,0.2,0.2,0.2,0.2,0.2
100,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
101,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
102,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
103,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
104,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
105,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
106,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
107,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
108,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
109,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
110,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
111,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
112,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
113,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
114,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
115,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
116,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
117,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
118,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
119,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
120,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
121,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
122,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
123,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
124,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
125,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
126,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
127,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
128,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
129,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
130,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
131,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
132,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
133,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
134,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
135,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
136,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
137,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
138,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
139,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
140,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
141,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
142,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
143,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
144,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
145,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
146,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
147,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
148,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
149,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
150,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
151,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
152,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
153,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
154,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
155,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
156,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
157,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
158,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
159,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
160,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
161,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
162,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
163,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
164,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
165,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
166,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
167,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
168,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
169,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
170,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
171,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
172,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
173,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
174,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
175,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
176,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
177,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
178,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
179,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
180,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
181,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
182,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
183,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
184,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
185,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
186,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
187,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
188,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
189,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
190,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
191,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
192,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
193,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
194,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
195,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
196,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
197,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
198,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
199,0.2081066244617447,0.25476730259218067,0.23313371545897857,0.07145749565118203,0.23253486183591413
200,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
201,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
202,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
203,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
204,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
205,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
206,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
207,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
208,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
209,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
210,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
211,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
212,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
213,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
214,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
215,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
216,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
217,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
218,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
219,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
220,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
221,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
222,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
223,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
224,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
225,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
226,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
227,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
228,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
229,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
230,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
231,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
232,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
233,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
234,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
235,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
236,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
237,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
238,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
239,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
240,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
241,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
242,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
243,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
244,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
245,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
246,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
247,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
248,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
249,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
250,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
251,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
252,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
253,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
254,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
255,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
256,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
257,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
258,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
259,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
260,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
261,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
262,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
263,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
264,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
265,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
266,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
267,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
268,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
269,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
270,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
271,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
272,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
273,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
274,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
275,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
276,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
277,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
278,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
279,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
280,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
281,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
282,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
283,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
284,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
285,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
286,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
287,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
288,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
289,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
290,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
291,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
292,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
293,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
294,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
295,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
296,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
297,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
298,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
299,0.23365352630938624,0.22524607194730986,0.2938566086952033,0.023250441189915202,0.22399335185818534
300,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
301,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
302,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
303,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
304,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
305,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
306,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
307,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
308,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
309,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
310,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
311,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
312,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
313,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
314,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
315,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
316,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
317,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
318,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
319,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
320,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
321,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
322,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
323,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
324,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
325,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
326,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
327,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
328,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
329,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
330,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
331,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
332,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
333,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
334,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
335,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
336,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
337,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
338,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
339,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
340,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
341,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
342,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
343,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
344,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
345,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
346,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
347,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
348,0.2398803035134737,0.18263688849031848,0.31726472259728294,0.06890838520541104,0.1913097001935138
