iteration,operator_0,operator_1,operator_2,operator_3
126,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
127,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
128,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
129,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
130,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
131,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
132,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
133,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
134,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
135,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
136,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
137,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
138,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
139,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
140,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
141,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
142,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
143,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
144,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
145,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
146,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
147,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
148,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
149,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
150,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
151,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
152,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
153,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
154,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
155,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
156,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
157,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
158,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
159,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
160,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
161,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
162,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
163,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
164,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
165,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
166,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
167,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
168,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
169,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
170,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
171,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
172,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
173,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
174,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
175,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
176,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
177,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
178,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
179,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
180,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
181,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
182,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
183,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
184,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
185,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
186,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
187,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
188,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
189,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
190,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
191,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
192,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
193,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
194,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
195,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
196,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
197,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
198,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
199,0.22075046687587838,0.21274137964228643,0.26616738222213665,0.30034077125969844
200,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
201,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
202,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
203,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
204,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
205,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
206,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
207,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
208,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
209,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
210,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
211,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
212,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
213,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
214,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
215,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
216,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
217,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
218,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
219,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
220,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
221,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
222,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
223,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
224,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
225,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
226,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
227,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
228,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
229,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
230,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
231,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
232,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
233,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
234,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
235,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
236,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
237,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
238,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
239,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
240,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
241,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
242,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
243,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
244,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
245,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
246,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
247,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
248,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
249,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
250,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
251,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
252,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
253,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
254,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
255,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
256,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
257,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
258,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
259,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
260,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
261,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
262,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
263,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
264,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
265,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
266,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
267,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
268,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
269,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
270,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
271,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
272,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
273,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
274,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
275,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
276,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
277,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
278,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
279,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
280,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
281,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
282,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
283,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
284,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
285,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
286,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
287,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
288,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
289,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
290,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
291,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
292,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
293,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
294,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
295,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
296,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
297,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
298,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
299,0.18121528411590085,0.14202558703732163,0.3373220397976931,0.3394370890490845
300,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
301,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
302,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
303,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
304,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
305,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
306,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
307,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
308,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
309,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
310,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
311,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
312,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
313,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
314,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
315,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
316,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
317,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
318,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
319,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
320,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
321,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
322,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
323,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
324,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
325,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
326,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
327,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
328,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
329,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
330,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
331,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
332,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
333,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
334,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
335,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
336,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
337,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
338,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
339,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
340,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
341,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
342,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
343,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
344,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
345,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
346,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
347,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
348,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
349,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
350,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
351,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
352,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
353,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
354,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
355,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
356,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
357,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
358,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
359,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
360,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
361,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
362,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
363,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
364,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
365,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
366,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
367,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
368,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
369,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
370,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
371,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
372,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
373,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
374,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
375,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
376,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
377,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
378,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
379,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
380,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
381,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
382,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
383,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
384,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
385,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
386,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
387,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
388,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
389,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
390,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
391,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
392,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
393,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
394,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
395,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
396,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
397,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
398,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
399,0.24416787059234715,0.12144402750332291,0.28174154884417085,0.3526465530601591
400,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
401,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
402,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
403,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
404,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
405,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
406,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
407,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
408,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
409,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
410,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
411,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
412,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
413,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
414,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
415,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
416,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
417,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
418,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
419,0.25094596364028704,0.08470541236458505,0.31709718619878785,0.34725143779634
